tl,en
Pinawalang-sala ng Manila Regional Trial Court Branch 17 si Atty. Lorna Kapunan sa kaso nitong unjust vexation.,The Manila Regional Trial Court Branch 17 was ignored by Atty. Lorna Kapunan in its case unjust vexation.
"A post shared by robin padilla (@robinhoodpadilla) on Mar 27, 2020 at 5:15am PDT","A Post Shared by Robin Padilla (@robinhoodpadilla) On Mar 27, 2020 and 5:15 AM PDT"
"Batay sa severe weather bulletin ng PAGASA, bandang alas-4 ng hapon kahapon huling namataan ang sentro ng bagyo sa 125 km northwest ng Basco, Batanes. Tinatahak ng LPA ang direksyong pa-hilagang silangan.","Based on the Severe Weather Bulletin of PAGASA, at around 4 pm yesterday lasting the typhoon center at 125 km Northwest of Basco, Batanes. The LPA takes the north east direction."
"Isang taxi driver ang umamin at nagkuwento sa GMA News sa ginagawa niyang modus upang mapatulog ang kaniyang pasahero at mapagnakawan gamit ang ""spray.""","A taxi driver admit and talk to GMA News at the Modus to sleep his passenger and robbed using ""spray."""
"Batay sa abiso ng pamahalaang lungsod, para sa paggunita sa Semana Santa ay isasara ang ilang kalsada simula 6:00 ng umaga bukas, Linggo ng Palaspas (Abril 14) hanggang 10:00 ng gabi sa Linggo ng Pagkabuhay (Abril 21).","Based on the government's government notice, for remembrance of Semana Santa will close some roads from 6:00 am tomorrow, Palm Sunday (April 14) to 10:00 pm on Sunday on Sunday (April 21)."
"Ayon sa ulat ni CJ Torida ng GMA-Dagupan sa GMA News TV's Balita Pilipinas nitong Martes, ipinakita ang bahagi ng amateur video kung saan makikita ang paghampas ng guro ng walis tambo sa sinasabing mga estudyante nito.","According to CJ Torida's report of GMA-Dagupan at GMA News TV's News Philippines on Tuesday, the part of the amateur video was shown where the sting of the teacher of the broom reed in its alleged students."
"""Anti-Duterte lang sila, it's as simple as that,"" sabi ni Sotto matapos namang ihain ng mga kongresista na nasa oposisyon ang petisyon kontra batas militar sa Mindanao.","""They're just anti-duterte, it's as simple as that,"" said Sotto after the congressmen filed the petition against military law in Mindanao."
"The only other individual who sustained a gunshot wound was the security guard who accidentally shot himself. Having said so, we also do not find any direct link to terrorist activities in Marawi,"" ani Abella.","The Only Other Individual Who Sustained A Gunshot Wound Wound Wound The Security Guard Who Accidentally Shot Himself. Having Said So, We Also Do Not Find Any Direct Link to Terrorist Activities in Marawi, ""Abella said."
"Nagdiwang ng kanyang ika-48 na kaarawan si Honeylet Avancena kasama ang partner niyang si Pangulong Rodrigo Duterte, anak na si Veronica 'Kitty' Duterte at ilang mga kaibigan.","Honeylet Avancena celebrates his 48th birthday with his partner President Rodrigo Duterte, son Veronica 'Kitty' Duterte and some friends."
"Ayon sa ulat, nasa 264 ang kumpirmadong kaso ng Covid-19 sa siyudad kung saan 121 rito ang nakarekober na, 29 ang nasawi, isa ang probable habang 53 naman sa suspect.","According to the report, the confirmed case of Covid-19 was in 264 in the city where 121 were recovered, 29 casualty, one is probable while 53 in the suspect."
"PINANGATAWANAN ni Hook Shot ang pagiging paborito sa 13 kabayong naglaban nang angkinin ang 2014 Philracom Juvenile Championship kahapon sa Sta. Ana Park sa Naic, Cavite.","The hook shot laughed for being a favorite in 13 struggling to possess the 2014 Philracom Juvenile Championship yesterday in Sta. ANA PARK IN NAIC, CAVITE."
"Nauna rito, inimbita ang biktima ng kanyang kaibigan para bisitahin ang suspek hanggang sa mag-inuman sila at malasing ang dalaga.","Earlier, the victim of his friend was invited to visit the suspect until they were drinking and a maiden."
"""I have to maximize the opportunity,"" sabi ni Pacquiao. ""I forgot how much fun winning a fight by knockout until I stopped (Mathysse). It felt great to win that way.""","""I Have To Maximize The Opportunity,"" Pacquiao said. ""I FORGOT HOW MUCH FUN WINNING A FIGHT BY KNOCKOUT UNTIL I STOPPED (MATHYSSE). IT FELT GREAT TO WIN THAT WAY."""
Nakiusap si Stephenson sa hotel security na isara ang mga pintuan para hindi na makatakas ang mga magnanakaw at tawagan agad ang police pero hindi siya pinakinggan nito.,Stephenson pleaded at Hotel Security to close the doors to fail to escape the thieves and call the police immediately but he did not listen to him.
"""We apologize for this unfortunate incident and rest assured that LRTA will seriously look into it,"" ani Berroya.","""We APOLOGIZATION FOR THIS UNFORTUNATE INCIDENT AND REST ASSEDED THAT LRTA Will Seriously Look Into IT,"" said Berroya."
"Kinumpirma ni AFP spokesman, Brig. General Jose Angel Honrado na ""ginagapang"" ng mga destabilizer ng pamahalaan ang mga opisyal at tauhan ng militar para maglunsad ng kudeta laban sa administrasyon. Hindi tinukoy ni Honrado kung sinu-sino ang bumubuo sa mga destabilizer.","AFP Spokesman, Brig confirmed. General Jose Angel Honrado ""The government's destabilizers are"" the military officers and staff to launch a coup in the administration. Honrado did not specify what one makes up the destabilizers."
"Sinabi pa ni Estrada na karaniwan ay may 35 katao kada araw ang humihingi ng tulong pinansiyal sa mga ahensiya ng pamahalaan para sa may sakit, sa namatayan, sa bagong silang o humihingi ng rekomendasyon at sila na rin ang nagpapahiwatig sa mga mambabatas ang pangangailangan ng kaukulang batas na makakatulong sa kanila ng pang-matagalan.","Estrada said that there is usually 35 people per day asking for financial assistance to government agencies for sick, in death, in newborn or asking for recommendation and they also indicate lawmakers the need for the corresponding Law that will help them with long-term."
"Kababalik lang mula sa pagdalo sa isang official function sa Paris nitong Miyerkules, pinatawan si Rama ng 60-araw na preventive suspension, kaugnay ng reklamo laban sa kanya ng isang barangay chairman noong unang bahagi ng 2014, sa umano'y ilegal na paggiba sa center island at sa isang street lighting project sa Katipunan Street.","Just returning from attending an official function in Paris on Wednesday, representing Rama 60-day preventive suspension, in connection with the complaint against him a barangay chairman in early 2014, in allegedly illegal destruction in the center Island and a Street Lighting Project in Katipunan Street."
"Sinabi naman ni Deputy Director General Fernando Mendez, deputy chief for operations ng PNP, na matagal na nagkasama sina Baco at Zulkifli bin Hir, alyas ""Marwan"", hanggang sa mapatay ang huli sa kontrobersiyal na Mamasapano Massacre noong 2015.","Deputy Director General Fernando Mendez, Deputy Chief for Operations of the PNP, which has long been together Baco and Zulkifli Bin Hir, alias ""Marwan"", until late in the controversial Mamasapano Massacre in 2015."
"""This can be discussed with Secretary Diokno when we go home. Whether he has calamity funds to... if we have to declare one, then we'll talk about the money that we can share with others,"" anang Pangulo.","""This Can Be Discussed With Secretary Diokno When We Go Home. Whether He Has Calamy Funds To ... If We Have To Declare One, Then We'll Talk About The Money That We Can Share With Others,"" said President."
"""His reliance on regularity in the performance of duty is untenable and cannot be given due consideration,"" saad sa dokumento.","""His Reliance On Regularity In The Performance Of Duty Is Untenable And Cannot Be Given Due Consideration,"" Saad to the Document."
"Ang epicenter nito ay nakita sa 230 kilometro ng timog ng General Santos City o may 1,260 kilometro south-southeast ng Manila.","Its epicenter was seen at 230 kilometers south of General Santos City or had 1,260 kilometers south-southeast of Manila."
"Hindi naman pinalampas ng mga congressman ng Lakas sa pangunguna ni Surigao Rep. Prospero ""Butch"" Pichay ang paninindak na ginawa ni Da King.","Congressman has not missed strength led by Surigao Rep. Prospero ""Butch"" pichay is the terror that Da King made."
Magpa-Pasko kapiling na ang kanilang mga pamilya sa Pilipinas ang 109 overseas Filipino workers (OFWs) na nakauwi na ng bansa matapos magkaproblema sa Saudi Arabia.,Their families in the Philippines in the Philippines have been celebrated in the Philippines.
"Ayon naman kay Madam Suzette Arandela na isang psychic at feng sui expert, magkakaroon ng malakas na lindol, landslides, bagyo at mga bombings sa iba't ibang panig ng bansa sa mga buwan ng Hunyo, Hulyo at Setyembre ng 2008.","According to Madam Suzette Arandela is a psychic and Feng Sui expert, there will be a powerful earthquake, landslides, storms and bombings in different parts of the country in the months of June, July and September of 2008."
"Sa panayam ng programang 'Headstart' sa ABS-CBN News Channel, siabi ni Abby na huli silang nag-usap noong 2015.","In the Interview of the 'Headstart' program at ABS-CBN News Channel, Abby's Later is that they are late in 2015."
Sinabing naghain na ng resignation letter si Gadian ngunit hindi pa umano ito napipirmahan ng mga opisyal sa AFP.,Gadian said the resignation letter filed a resignation letter but not allegedly signed by AFP officials.
"Nabuking ng Commission on Audit (COA) ang ilang ""red flags"" kung paano ginastos o winaldas ng Office of the Solicitor General (OSG) ang halagang P1.375 milyon sa kanilang mga training activity at seminar nitong 2018.","The Commission on Audit (COA) has received some ""Red Flags"" how the Office of the Solicitor General (OSG) cost P1.375 million in their training activities and seminars in 2018."
"""We are only waiting for the law on the postponement (of BSKE) to be signed. The Commission is ready to register and estimated additional 5 million voters starting October,"" pahayag ni Comelec Spokesman James Jimenez.","""We Are On The Law On The Law On The Law On The Postponement (of Bske) To Be Signed. The Commission Is Ready To Register and Estimated Additional 5 Million Voters Starting October,"" Comelec Spokesman James Jimenez said."
Inaasahan ni Senador Antonio Trillanes IV na maglilitanya at magsisinungaling sa State of the Nation Address (SONA) si Pangulong Rodrigo Duterte sa Lunes.,Senator Antonio Trillanes IV expects to be obliged and lying to the State of the Nation Address (Zone) President Rodrigo Duterte on Monday.
"Malaki umano ang impluwensya ng mga guro para ang mga kabataan ay maging kritikal at hindi mabilis na maniniwala sa mga nababasa, napapanood at naririnig.","The teachers' influence is great for young people to be critical and do not quickly believe in readers, watched and heard."
MATUTULOG LANG SA BAHAY,Just sleep at home
Magugunita na mismong ang Pangulo ang nagsabi sa 'coffee with the media' sa ambassador's residence sa Brunei na ang ipapalit niya kay de Jesus ay dating miyembro ng Gabinete ng kanyang ina.,The President also recalled the 'coffee with the media' at the Ambassador's residence in Brunei that he would replace to de Jesus was his former member of his mother's cabinet.
"Subalit maaring kumpiskahin ang baril na ipinagkaloob sa isang huwes kung siya ay nagbitiw sa trabaho, nailipat sa ibang ahensiya o nasibak.","However, the gun is granted to a judge if he resigns work, transferred to another agency or being hacked."
"Tiniyak naman ni Mayor Elorde sa kanyang mga kababayan na tututulan niya ang plano ni Paje, dahil simula aniya na nasa pangangalaga ng pamahalaang local ng Bunawan si Lolong ay umunlad ang ekonomiya ng naturang bayan dahil sa turismo.","Mayor Elorde assured his countrymen who would bulge Paje's plan, since the beginning he was in the care of the Local Government of Bunawan Lolong developed the economy of such people due to tourism."
